example_id,candidate_example_id,original_id,type,relations,candidate_role,quality_status,quality_issue_codes
318,375,6618aa340bdc11eba7f7acde48001122,compositional,child|director,primary,pass,
319,376,334ca1440bde11eba7f7acde48001122,compositional,cause of death|father,primary,pass,
320,377,767864440bde11eba7f7acde48001122,compositional,father|place of death,primary,pass,
321,378,3e14d4bc0bdd11eba7f7acde48001122,compositional,date of death|mother,primary,review,evidence_term_not_in_support
322,379,10ae1b5c088411ebbd6dac1f6bf848b6,bridge_comparison,date of birth|producer,primary,pass,
323,380,93c02f920bdd11eba7f7acde48001122,compositional,employer|father,primary,pass,
324,381,abb55bf20bda11eba7f7acde48001122,compositional,award received|performer,primary,pass,
325,384,29b6c2280bdd11eba7f7acde48001122,compositional,director|spouse,primary,pass,
326,385,d84a6e5c0bdd11eba7f7acde48001122,compositional,award received|performer,primary,pass,
327,386,ce8a27e40bd911eba7f7acde48001122,compositional,director|spouse,primary,pass,
328,387,11bf15020bde11eba7f7acde48001122,compositional,country|publisher,primary,pass,
329,388,4aaea1c80bdb11eba7f7acde48001122,compositional,director|place of birth,primary,pass,
330,389,5d6f28620bb011ebab90acde48001122,inference,mother|spouse,primary,pass,
331,390,09558be00bdd11eba7f7acde48001122,compositional,director|place of death,primary,pass,
332,391,6b3262840bdd11eba7f7acde48001122,compositional,father|place of burial,primary,pass,
333,392,672e556408de11ebbd9eac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
334,394,a96fec4c0bdd11eba7f7acde48001122,compositional,place of birth|spouse,primary,pass,
335,395,aae3f77108b911ebbd88ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
336,396,6308389e099f11ebbdb0ac1f6bf848b6,comparison,publication date,primary,pass,
337,397,3d1d9fe40bb011ebab90acde48001122,inference,father|mother,primary,review,evidence_term_not_in_support
338,398,bbff89ec0bda11eba7f7acde48001122,compositional,child|director,primary,pass,
339,400,ad3c552c0bdd11eba7f7acde48001122,compositional,country of citizenship|director,primary,pass,
340,402,27d8771e0bdb11eba7f7acde48001122,compositional,composer|student of,primary,pass,
341,403,6399a1260bde11eba7f7acde48001122,compositional,director|employer,primary,pass,
342,404,6f30b4160bde11eba7f7acde48001122,compositional,employer|spouse,primary,pass,
343,406,4dad8e800bda11eba7f7acde48001122,compositional,cause of death|mother,primary,pass,
344,407,0133f5f3085211ebbd58ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
345,408,4aaa6e5c086911ebbd5eac1f6bf848b6,comparison,country of origin,primary,pass,
346,409,ea151f3908e011ebbda2ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
347,410,f2dbc5b4089e11ebbd78ac1f6bf848b6,comparison,publication date,primary,pass,
348,411,8513167c088011ebbd6cac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
349,412,3a6e83be086b11ebbd5fac1f6bf848b6,comparison,country of origin,primary,pass,
350,413,64e032ea0bdc11eba7f7acde48001122,compositional,country of citizenship|founded by,primary,pass,
351,414,36792f08085b11ebbd5cac1f6bf848b6,bridge_comparison,date of birth|producer,primary,pass,
352,415,b768d23c08bd11ebbd8aac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
353,416,1e4d9f2008ff11ebbdadac1f6bf848b6,comparison,publication date,primary,pass,
354,417,d68e71f80bdd11eba7f7acde48001122,compositional,composer|country of citizenship,primary,pass,
355,418,49eb50960bdc11eba7f7acde48001122,compositional,director|educated at,primary,pass,
356,419,6742bb1a091411ebbdadac1f6bf848b6,comparison,publication date,primary,pass,
357,420,93adfc01098011ebbdb0ac1f6bf848b6,comparison,publication date,primary,pass,
358,421,b164cca208e911ebbda7ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
359,422,6b84004a0baf11ebab90acde48001122,inference,father|mother,primary,review,evidence_term_not_in_support
360,423,1bf41cb00bda11eba7f7acde48001122,compositional,award received|performer,primary,pass,
361,424,d0c500e20bd911eba7f7acde48001122,compositional,director|place of burial,primary,pass,
362,427,2d5b9aaf097911ebbdb0ac1f6bf848b6,comparison,publication date,primary,pass,
363,428,7f8db33a0bda11eba7f7acde48001122,compositional,director|spouse,primary,pass,
364,431,789106ac088011ebbd6cac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
365,432,da8cba4a08ee11ebbda8ac1f6bf848b6,comparison,country,primary,pass,
366,434,82f7e662089c11ebbd78ac1f6bf848b6,comparison,country,primary,pass,
367,435,9946beb60bda11eba7f7acde48001122,compositional,director|mother,primary,pass,
368,436,b8fd57ac0bd911eba7f7acde48001122,compositional,country of citizenship|director,primary,pass,
369,437,84b995a60bb011ebab90acde48001122,inference,father|sibling,primary,pass,
370,438,dddda68c0bdc11eba7f7acde48001122,compositional,composer|student of,primary,pass,
371,439,a21d2c260baf11ebab90acde48001122,inference,father|mother,primary,pass,
372,440,f21ce3f20bae11ebab90acde48001122,inference,father|mother,primary,pass,
373,441,a817e3140bdc11eba7f7acde48001122,compositional,date of death|mother,primary,pass,
374,442,414884d40bde11eba7f7acde48001122,compositional,place of birth|spouse,primary,pass,
375,443,ff243e0708e811ebbda7ac1f6bf848b6,comparison,country,primary,pass,
376,444,0f35d6f40bde11eba7f7acde48001122,compositional,inception|publisher,primary,pass,
377,445,67d898240bb011ebab90acde48001122,inference,father|mother,primary,review,evidence_term_not_in_support
378,446,1407903b089d11ebbd78ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
379,447,57e0ae020bb011ebab90acde48001122,inference,father|spouse,primary,pass,
380,450,0bb19ad908f311ebbdaaac1f6bf848b6,comparison,publication date,primary,pass,
381,451,27d8ec30091f11ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
382,452,6ee0b385096d11ebbdafac1f6bf848b6,comparison,country,primary,pass,
383,453,439d6fba0bde11eba7f7acde48001122,compositional,director|educated at,primary,review,evidence_term_not_in_support
384,455,f43809e20bda11eba7f7acde48001122,compositional,mother|place of birth,primary,pass,
385,456,2c999e7e0bde11eba7f7acde48001122,compositional,composer|country of citizenship,primary,pass,
386,458,c601b5be0bda11eba7f7acde48001122,compositional,country|publisher,primary,pass,
387,459,01547cde0bde11eba7f7acde48001122,compositional,employer|spouse,primary,pass,
388,460,819007ee0bdc11eba7f7acde48001122,compositional,cause of death|performer,primary,pass,
389,461,102ac6120bdb11eba7f7acde48001122,compositional,director|employer,primary,pass,
390,462,f691ee13098011ebbdb0ac1f6bf848b6,comparison,country of origin,primary,pass,
391,463,c1f7e2a60bdd11eba7f7acde48001122,compositional,director|place of death,primary,pass,
392,465,5ccddbfa0bd911eba7f7acde48001122,compositional,director|place of death,primary,pass,
393,466,3da318ea0bdd11eba7f7acde48001122,compositional,country of citizenship|mother,primary,pass,
394,467,efa871c8085611ebbd59ac1f6bf848b6,comparison,country of citizenship,primary,pass,
395,469,283b6782094e11ebbdaeac1f6bf848b6,comparison,country of origin,primary,pass,
396,470,dc9dc6e40baf11ebab90acde48001122,inference,father|mother,primary,pass,
397,471,e684f5e808db11ebbd9cac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
398,472,8a9903ca0bd911eba7f7acde48001122,compositional,country of citizenship|mother,primary,review,evidence_term_not_in_support
399,474,8813c44a0bda11eba7f7acde48001122,compositional,child|performer,primary,pass,
400,475,e410241608e511ebbda4ac1f6bf848b6,comparison,country of origin,primary,pass,
401,476,9acbe5f60bdd11eba7f7acde48001122,compositional,editor|place of death,primary,pass,
402,477,4dc805ee085611ebbd59ac1f6bf848b6,comparison,country,primary,pass,
403,478,1e9ac0fa0bde11eba7f7acde48001122,compositional,country of citizenship|has part,primary,pass,
404,479,fa3e9b640bdd11eba7f7acde48001122,compositional,has part|place of birth,primary,pass,
405,480,bf27dd4c0bdd11eba7f7acde48001122,compositional,creator|place of birth,primary,pass,
406,481,860a5f980bd911eba7f7acde48001122,compositional,cause of death|mother,primary,pass,
407,484,04bacaac08d611ebbd98ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
408,485,4a29f0e40bdc11eba7f7acde48001122,compositional,country of citizenship|has part,primary,pass,
409,486,9885e6f20bb011ebab90acde48001122,inference,mother|spouse,primary,pass,
410,487,cb035c3c0bdc11eba7f7acde48001122,compositional,performer|place of birth,primary,pass,
411,488,304356f008e111ebbda2ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
412,489,8985546c0bdd11eba7f7acde48001122,compositional,country of citizenship|spouse,primary,pass,
413,490,3c69a1a00bde11eba7f7acde48001122,compositional,creator|employer,primary,pass,
414,491,f5a549f20bda11eba7f7acde48001122,compositional,performer|place of birth,primary,pass,
415,492,1584965c0bda11eba7f7acde48001122,compositional,educated at|spouse,primary,pass,
416,493,025944680bdc11eba7f7acde48001122,compositional,country of citizenship|mother,primary,pass,
417,494,ef0db64a08f311ebbdaaac1f6bf848b6,comparison,country,primary,pass,
418,495,fea49245086d11ebbd62ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
419,496,664960ac0baf11ebab90acde48001122,inference,sibling|spouse,primary,review,evidence_term_not_in_support
420,497,bbc587ba0bda11eba7f7acde48001122,compositional,place of birth|spouse,primary,review,evidence_term_not_in_support
421,498,096e42ba0bde11eba7f7acde48001122,compositional,employer|father,primary,review,evidence_term_not_in_support
422,499,25e4cbcc086811ebbd5eac1f6bf848b6,bridge_comparison,date of birth|producer,primary,pass,
423,500,4c77c5a20bdb11eba7f7acde48001122,compositional,director|employer,primary,pass,
424,501,49831c3008c411ebbd8eac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
425,502,011921840bde11eba7f7acde48001122,compositional,founded by|place of death,primary,pass,
426,503,31d2f293088111ebbd6dac1f6bf848b6,comparison,country of origin,primary,pass,
427,505,ad4373200bdd11eba7f7acde48001122,compositional,country of citizenship|performer,primary,pass,
428,506,be117d520bdb11eba7f7acde48001122,compositional,mother|place of burial,primary,pass,
429,508,ab28bfb6097d11ebbdb0ac1f6bf848b6,comparison,publication date,primary,pass,
430,509,d5bf657c0bdb11eba7f7acde48001122,compositional,country of citizenship|father,primary,pass,
431,510,654e76b808e111ebbda2ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
432,512,c2339a6c0bdd11eba7f7acde48001122,compositional,performer|place of detention,primary,pass,
433,513,5f1e6610092a11ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
434,515,5674280a0bdd11eba7f7acde48001122,compositional,place of birth|spouse,primary,review,evidence_term_not_in_support
435,516,df0079d408fe11ebbdadac1f6bf848b6,comparison,publication date,primary,pass,
436,517,0c3675d40bda11eba7f7acde48001122,compositional,director|place of birth,primary,pass,
437,518,45153f740bdb11eba7f7acde48001122,compositional,composer|country of citizenship,primary,pass,
438,521,8f6592fc0bdd11eba7f7acde48001122,compositional,cause of death|director,primary,pass,
439,523,16e1006809ab11ebbdb0ac1f6bf848b6,comparison,publication date,primary,pass,
440,524,aabf418e0baf11ebab90acde48001122,inference,father|sibling,primary,pass,
441,525,da5c6ca008c111ebbd8bac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
442,526,dd3ca2fe0bdd11eba7f7acde48001122,compositional,mother|place of birth,primary,pass,
443,527,a88b9f8e08bc11ebbd89ac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
444,528,6b10f275096011ebbdafac1f6bf848b6,comparison,inception,primary,pass,
445,529,d1b4d4100bdd11eba7f7acde48001122,compositional,composer|place of death,primary,pass,
446,530,136c700c089611ebbd76ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
447,531,08d7d0d20bde11eba7f7acde48001122,compositional,mother|place of burial,primary,pass,
448,532,3cec35b4091011ebbdadac1f6bf848b6,comparison,publication date,primary,pass,
449,533,eb22d73a0bdd11eba7f7acde48001122,compositional,cause of death|father,primary,pass,
450,534,13b377680bde11eba7f7acde48001122,compositional,child|director,primary,pass,
451,535,0b86c27208c611ebbd90ac1f6bf848b6,comparison,publication date,primary,pass,
452,537,d7af391708bb11ebbd88ac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
453,538,6a8b28c00bb011ebab90acde48001122,inference,father|mother,primary,pass,
454,539,519576ea0bb011ebab90acde48001122,inference,father|mother,primary,pass,
455,540,a996914408ef11ebbda8ac1f6bf848b6,comparison,country,primary,pass,
456,541,efda356c093411ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
457,542,b0dd21c00bdd11eba7f7acde48001122,compositional,employer|father,primary,pass,
458,543,2c0cb8a7085011ebbd56ac1f6bf848b6,comparison,country of origin,primary,pass,
459,546,402d63d00bde11eba7f7acde48001122,compositional,mother|place of birth,primary,pass,
460,547,12d10eb408be11ebbd8aac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
461,548,2f8d8a780bde11eba7f7acde48001122,compositional,country of citizenship|mother,primary,review,evidence_term_not_in_support
462,549,8bf5b1700baf11ebab90acde48001122,inference,father|spouse,primary,pass,
463,550,515cc8f00bdc11eba7f7acde48001122,compositional,cause of death|director,primary,pass,
464,551,cd67568c0bdb11eba7f7acde48001122,compositional,performer|place of birth,primary,pass,
465,552,ba0a418c089611ebbd76ac1f6bf848b6,comparison,country,primary,pass,
466,553,29a722d2086811ebbd5eac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
467,554,f77df1a00baf11ebab90acde48001122,inference,sibling|spouse,primary,pass,
468,555,aafde296089d11ebbd78ac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
469,556,1bf5e04e08a411ebbd7cac1f6bf848b6,comparison,country,primary,pass,
470,557,c5e91b5c085711ebbd5aac1f6bf848b6,bridge_comparison,date of birth|producer,primary,pass,
471,558,0c451a980bdb11eba7f7acde48001122,compositional,educated at|father,primary,pass,
472,559,e89d3cc508fb11ebbdacac1f6bf848b6,comparison,inception,primary,pass,
473,560,b7f5f7200bdd11eba7f7acde48001122,compositional,composer|country of citizenship,primary,pass,
474,561,fa5ec3f80bdd11eba7f7acde48001122,compositional,award received|creator,primary,pass,
475,562,036a0e0808f011ebbda8ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
476,563,5d3c575a0bda11eba7f7acde48001122,compositional,father|place of birth,primary,pass,
477,564,c483d452090111ebbdadac1f6bf848b6,comparison,publication date,primary,pass,
478,565,54ae33e40bdd11eba7f7acde48001122,compositional,country of citizenship|father,primary,pass,
479,566,6b9a2cb4087911ebbd67ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
480,567,0ac9f0ec08ec11ebbda7ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
481,568,48db5d8a091611ebbdaeac1f6bf848b6,comparison,country of origin,primary,pass,
482,569,434dea7708d211ebbd95ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
483,570,9fc45d75089811ebbd77ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
484,571,3004bc240bde11eba7f7acde48001122,compositional,country of citizenship|director,primary,pass,
485,573,d1003f5e096811ebbdafac1f6bf848b6,comparison,inception,primary,pass,
486,574,9fdebb500baf11ebab90acde48001122,inference,father|mother,primary,pass,
487,576,ed1d6ac40bdc11eba7f7acde48001122,compositional,country of citizenship|creator,primary,pass,
488,577,d438a1020bd911eba7f7acde48001122,compositional,country of citizenship|father,primary,pass,
489,578,2779bc440bde11eba7f7acde48001122,compositional,father|place of burial,primary,pass,
490,579,9d054e980bdd11eba7f7acde48001122,compositional,employer|spouse,primary,pass,
491,581,70a6d78e085311ebbd59ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
492,582,5922128608b511ebbd88ac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
493,583,7259372a0bda11eba7f7acde48001122,compositional,cause of death|performer,primary,pass,
494,584,0c8a27700bde11eba7f7acde48001122,compositional,country of citizenship|mother,primary,pass,
495,585,08ee244808ca11ebbd92ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
496,586,b2a1b19e096e11ebbdb0ac1f6bf848b6,comparison,country,primary,pass,
497,588,01d6d4400bde11eba7f7acde48001122,compositional,composer|country of citizenship,primary,pass,
498,589,3bd5e3b00bda11eba7f7acde48001122,compositional,date of death|mother,primary,pass,
499,590,ddf0f15208f411ebbdaaac1f6bf848b6,comparison,publication date,primary,pass,
500,592,e21cc1ba0bdc11eba7f7acde48001122,compositional,director|place of birth,primary,pass,
501,594,2d883f7c0bdc11eba7f7acde48001122,compositional,child|performer,primary,pass,
502,595,5854d5380bd911eba7f7acde48001122,compositional,father|place of death,primary,review,evidence_term_not_in_support
503,596,705c177608f111ebbda8ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
504,597,4209b4d8085511ebbd59ac1f6bf848b6,comparison,publication date,primary,pass,
505,598,4ec76c9c089111ebbd73ac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
506,599,6181829c0bb011ebab90acde48001122,inference,father|mother,primary,pass,
507,600,797491b408c711ebbd91ac1f6bf848b6,comparison,occupation,primary,pass,
508,601,20ad267b087411ebbd67ac1f6bf848b6,comparison,country of origin,primary,pass,
509,602,aba20b320bdb11eba7f7acde48001122,compositional,cause of death|father,primary,pass,
510,603,ccc674a808aa11ebbd80ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
511,604,abcb527c0bda11eba7f7acde48001122,compositional,performer|spouse,primary,pass,
512,605,e53f970208ee11ebbda8ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
513,606,58bf032308c811ebbd91ac1f6bf848b6,comparison,country of origin,primary,pass,
514,607,437b71d80bdb11eba7f7acde48001122,compositional,date of birth|mother,primary,pass,
515,608,77ebb3b80bdd11eba7f7acde48001122,compositional,mother|place of birth,primary,pass,
516,609,d6d691be095e11ebbdafac1f6bf848b6,comparison,country of origin,primary,pass,
517,610,bacbc6580bda11eba7f7acde48001122,compositional,director|student of,primary,pass,
518,611,ef0cdc2a085d11ebbd5cac1f6bf848b6,comparison,country of origin,primary,pass,
519,612,947674c40bdc11eba7f7acde48001122,compositional,country|publisher,primary,pass,
520,613,73a066fc085c11ebbd5cac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
521,614,70e944c0095211ebbdaeac1f6bf848b6,comparison,country,primary,pass,
522,615,578144840bde11eba7f7acde48001122,compositional,director|educated at,primary,pass,
523,616,f2394fbd084b11ebbd56ac1f6bf848b6,comparison,country,primary,pass,
524,617,46ae4ca608e111ebbda2ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
525,618,fa5c2aa80bdd11eba7f7acde48001122,compositional,composer|educated at,primary,pass,
526,619,c3bddf240baf11ebab90acde48001122,inference,father|mother,primary,pass,
527,620,dd1a82740baf11ebab90acde48001122,inference,sibling|spouse,primary,pass,
528,621,b6aec5ee0bd911eba7f7acde48001122,compositional,country of citizenship|father,primary,pass,
529,622,430d584d08e511ebbda4ac1f6bf848b6,comparison,publication date,primary,pass,
530,623,5ab4cf680bde11eba7f7acde48001122,compositional,child|director,primary,pass,
531,624,e4db2cd9089a11ebbd78ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
532,625,53d9a1080bdb11eba7f7acde48001122,compositional,award received|director,primary,pass,
533,626,e3772fb40bdc11eba7f7acde48001122,compositional,employer|spouse,primary,pass,
534,627,15bb405608da11ebbd9cac1f6bf848b6,comparison,occupation,primary,pass,
535,628,140b2d380bb011ebab90acde48001122,inference,father|sibling,primary,pass,
536,629,fb4101280bdd11eba7f7acde48001122,compositional,educated at|spouse,primary,pass,
537,630,a3fec82e0bdc11eba7f7acde48001122,compositional,country of citizenship|performer,primary,pass,
538,631,5a12bbd80bde11eba7f7acde48001122,compositional,child|director,primary,pass,
539,632,3593f6ac089e11ebbd78ac1f6bf848b6,comparison,country of origin,primary,pass,
540,633,12a7133408af11ebbd83ac1f6bf848b6,bridge_comparison,date of birth|producer,primary,pass,
541,634,883fd545095a11ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
542,635,bc7073a80baf11ebab90acde48001122,inference,father|sibling,primary,pass,
543,636,7f5ab8160bdc11eba7f7acde48001122,compositional,director|place of burial,primary,pass,
544,637,9c78f60708d511ebbd98ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
545,638,48226e7008e611ebbda5ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
546,639,fd68c8f7085311ebbd59ac1f6bf848b6,comparison,publication date,primary,pass,
547,640,a4f646340bdd11eba7f7acde48001122,compositional,country|manufacturer,primary,pass,
548,641,b82ce9420bdd11eba7f7acde48001122,compositional,educated at|spouse,primary,pass,
549,642,1030bb280bde11eba7f7acde48001122,compositional,country of citizenship|performer,primary,pass,
550,644,0a12f704085e11ebbd5cac1f6bf848b6,comparison,publication date,primary,pass,
551,645,11096543095c11ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
552,646,81c3120b087211ebbd66ac1f6bf848b6,comparison,country of origin,primary,pass,
553,647,c02763f708be11ebbd8aac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
554,648,f27e01300bdd11eba7f7acde48001122,compositional,father|place of birth,primary,pass,
555,649,1adcd9bc086911ebbd5eac1f6bf848b6,bridge_comparison,country of citizenship|director,primary,pass,
556,650,7eb46304099211ebbdb0ac1f6bf848b6,comparison,country,primary,pass,
557,651,6a775a2e0bde11eba7f7acde48001122,compositional,child|director,primary,pass,
558,652,5112118e0baf11ebab90acde48001122,inference,father|mother,primary,review,evidence_term_not_in_support
559,653,58b2f61c08cb11ebbd92ac1f6bf848b6,comparison,publication date,primary,pass,
560,654,7da84dd40bb011ebab90acde48001122,inference,child|father,primary,review,evidence_term_not_in_support
561,655,c69fb1bc0bdd11eba7f7acde48001122,compositional,director|place of death,primary,pass,
562,656,81c8173c0bb011ebab90acde48001122,inference,father|sibling,primary,review,evidence_term_not_in_support
563,657,7c57b8840bb011ebab90acde48001122,inference,mother|sibling,primary,review,evidence_term_not_in_support
564,658,0c97f4720bde11eba7f7acde48001122,compositional,place of death|spouse,primary,pass,
565,659,34ff0ba00bdc11eba7f7acde48001122,compositional,child|composer,primary,pass,
566,660,ea696896089911ebbd77ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
567,661,d057431e0bdd11eba7f7acde48001122,compositional,country of citizenship|mother,primary,pass,
568,663,59945f46084c11ebbd56ac1f6bf848b6,comparison,country,primary,pass,
569,664,09d9b69108fe11ebbdadac1f6bf848b6,comparison,inception,primary,pass,
570,665,1ddc1eac0bde11eba7f7acde48001122,compositional,composer|place of death,primary,pass,
571,666,24d943ce0bde11eba7f7acde48001122,compositional,father|place of birth,primary,pass,
572,667,ddbc0f6c0bdd11eba7f7acde48001122,compositional,educated at|father,primary,pass,
573,668,215697fc0bdd11eba7f7acde48001122,compositional,director|place of death,primary,pass,
574,669,c21eebb40bdb11eba7f7acde48001122,compositional,country of citizenship|creator,primary,pass,
575,670,5043b106086011ebbd5dac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
576,671,057eb1db08f711ebbdaaac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
577,673,07e021ef08e511ebbda4ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
578,674,8fd3ff820bdb11eba7f7acde48001122,compositional,director|place of death,primary,pass,
579,675,5c9e1bf60bdc11eba7f7acde48001122,compositional,director|educated at,primary,pass,
580,676,2e92333a0bde11eba7f7acde48001122,compositional,employer|father,primary,pass,
581,677,9feabb260bdc11eba7f7acde48001122,compositional,employer|spouse,primary,review,evidence_term_not_in_support
582,678,7f14b2f40bdb11eba7f7acde48001122,compositional,award received|composer,primary,pass,
583,679,29c78fd20bdc11eba7f7acde48001122,compositional,date of birth|presenter,primary,pass,
584,680,5596c9140bd911eba7f7acde48001122,compositional,performer|spouse,primary,pass,
585,681,161a5da00bde11eba7f7acde48001122,compositional,director|educated at,primary,pass,
586,682,f8569b9c0bda11eba7f7acde48001122,compositional,director|place of burial,primary,pass,
587,684,4d559f400bda11eba7f7acde48001122,compositional,child|director,primary,pass,
588,685,a6cbb5e80bdd11eba7f7acde48001122,compositional,founded by|place of birth,primary,pass,
589,686,699c6cb00bda11eba7f7acde48001122,compositional,place of birth|spouse,primary,pass,
590,687,5d6e00200bda11eba7f7acde48001122,compositional,date of birth|founded by,primary,pass,
591,688,bac2cfd20bdd11eba7f7acde48001122,compositional,place of birth|spouse,primary,pass,
592,689,1ef4ce69089311ebbd74ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
593,690,565724120bb011ebab90acde48001122,inference,child|mother,primary,review,evidence_term_not_in_support
594,692,acf41d660bdd11eba7f7acde48001122,compositional,place of burial|spouse,primary,pass,
595,693,7486fee80bde11eba7f7acde48001122,compositional,country of citizenship|creator,primary,pass,
596,694,78bc87f8086911ebbd5eac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
597,695,de76260008bc11ebbd89ac1f6bf848b6,comparison,publication date,primary,pass,
598,696,12b4665008f811ebbdaaac1f6bf848b6,comparison,publication date,primary,pass,
599,697,064aa8e1084a11ebbd55ac1f6bf848b6,comparison,country of origin,primary,pass,
600,698,11562eb0090711ebbdadac1f6bf848b6,comparison,country of origin,primary,pass,
601,700,734d9f0408a111ebbd79ac1f6bf848b6,comparison,inception,primary,pass,
602,702,6034a51a093811ebbdaeac1f6bf848b6,comparison,country of origin,primary,pass,
603,703,0bb1aa2e08a711ebbd7fac1f6bf848b6,comparison,publication date,primary,pass,
604,704,ae5597b80bdb11eba7f7acde48001122,compositional,creator|educated at,primary,pass,
605,706,cfbc66400bd911eba7f7acde48001122,compositional,mother|place of birth,primary,review,evidence_term_not_in_support
606,708,3d02aa320bdc11eba7f7acde48001122,compositional,composer|place of birth,primary,pass,
607,709,853ce3e308eb11ebbda7ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
608,710,7ff5ce48091b11ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
609,711,c588b58f096011ebbdafac1f6bf848b6,comparison,publication date,primary,pass,
610,712,8dcc10240bdd11eba7f7acde48001122,compositional,country of citizenship|director,primary,pass,
611,714,d1bd3c36095f11ebbdafac1f6bf848b6,comparison,inception,primary,pass,
612,715,e0ce1111097711ebbdb0ac1f6bf848b6,comparison,country,primary,pass,
613,716,a738b60d08e011ebbda2ac1f6bf848b6,comparison,date of birth|date of death,primary,pass,
614,718,eb5e96420bda11eba7f7acde48001122,compositional,director|spouse,primary,pass,
615,720,43e8cfdc0bd911eba7f7acde48001122,compositional,director|place of birth,primary,pass,
616,722,1d5abddf088811ebbd6eac1f6bf848b6,comparison,publication date,primary,pass,
617,723,a84bd6a00bdd11eba7f7acde48001122,compositional,composer|country of citizenship,primary,pass,
618,724,0d118fb00bdb11eba7f7acde48001122,compositional,director|place of burial,primary,pass,
619,725,0ed0f5b00bdc11eba7f7acde48001122,compositional,director|mother,primary,pass,
620,726,574cc14409c111ebbdb0ac1f6bf848b6,comparison,country,primary,pass,
621,727,58f6d60a0baf11ebab90acde48001122,inference,father|mother,primary,pass,
622,728,18d5bb700bde11eba7f7acde48001122,compositional,director|educated at,primary,pass,
623,729,9310d4b4085b11ebbd5cac1f6bf848b6,bridge_comparison,date of birth|producer,primary,pass,
624,732,5f1a91840bdc11eba7f7acde48001122,compositional,director|educated at,primary,pass,
625,734,e50256be092011ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
626,735,1ed1039008af11ebbd83ac1f6bf848b6,comparison,inception,primary,pass,
627,736,a328c0e0099611ebbdb0ac1f6bf848b6,comparison,country,primary,pass,
628,738,604cd3220bdd11eba7f7acde48001122,compositional,award received|director,primary,review,evidence_term_not_in_support
629,739,f6dce6440bae11ebab90acde48001122,inference,father|mother,primary,pass,
630,740,6b6a5a7f092e11ebbdaeac1f6bf848b6,comparison,publication date,primary,pass,
631,741,21e52dcc0bde11eba7f7acde48001122,compositional,director|place of death,primary,pass,
632,742,aff6d22e09b911ebbdb0ac1f6bf848b6,comparison,country,primary,pass,
